year,country,id,GDPPC,DEBT,INVEST,INFLATION,POPULATION,SCHOOLING,CRISES,INSTITUTIONS,UPHEAVAL,INDEP
1939,AUS,2,5846,71.193,16.27,2.8,6971,7.81,2,7,0,1
1940,AUS,2,6166,67.7323,18.48,4.28,7042,7.85,1,7,0,1
1941,AUS,2,6788,66.4942,12.31,5.22,7111,7.93,1,7,0,1
1942,AUS,2,7505,65.2303,8.97,7.8,7173,8,0,7,0,1
1943,AUS,2,7703,70.1784,3.18,3.62,7236,8.04,0,7,0,1
1944,AUS,2,7362,81.4768,2.93,0,7309,8.14,0,7,0,1
1945,AUS,2,6917,185.0739,3.91,0,7389,8.17,0,7,0,1
1946,AUS,2,6595,190.4191,12.84,1.27,7474,8.22,0,7,0,1
1947,AUS,2,6664,177.3214,19.51,4.39,7578,8.3,1,7,0,1
1948,AUS,2,6967,148.9298,20.98,8.71,7715,8.42,0,7,0,1
1949,AUS,2,7237,125.8287,19.36,12.15,7919,8.53,0,7,0,1
1950,AUS,2,7412,109.8094,21.93,9.11,8267,8.63,0,7,0,1
1951,AUS,2,7507,87.0945,24.35,20.09,8511,8.74,2,7,0,1
1952,AUS,2,7418,86.0664,31.86,18.05,8691,8.79,1,7,0,1
1953,AUS,2,7505,79.865,19.93,4.14,8858,8.96,0,7,0,1
1954,AUS,2,7791,76.8467,24.82,0.76,9064,9.02,0,7,0,1
1955,AUS,2,8027,74.9805,26.23,1.97,9277,9.12,0,7,0,1
1956,AUS,2,8108,71.8183,26.87,6.25,9501,9.23,0,7,0,1
1957,AUS,2,8090,67.7238,23.14,2.52,9713,9.26,0,7,0,1
1958,AUS,2,8305,66.0498,25.13,1.37,9915,9.41,0,7,0,1
1959,AUS,2,8628,62.3885,26.31,1.89,10132,9.47,0,7,0,1
1960,AUS,2,8791,48.3364,26.05,3.7,10361,9.56,0,7,0,1
1961,AUS,2,8653,49.3781,27.59,2.49,10599,9.67,0,7,0,1
1962,AUS,2,9027,50.3308,23.14,-0.24,10795,9.78,0,7,0,1
1963,AUS,2,9400,47.5875,26.04,0.54,11001,9.91,0,7,0,1
1964,AUS,2,9849,45.0115,25.53,2.34,11218,10.01,0,7,0,1
1965,AUS,2,10152,43.739,29.02,3.95,11439,10.16,0,7,0,1
1966,AUS,2,10241,42.4812,27.57,2.98,11655,10.27,2,7,0,1
1967,AUS,2,10733,40.5345,27.36,3.19,11872,10.38,0,7,0,1
1968,AUS,2,11148,39.4943,26.62,2.66,12102,10.48,0,7,0,1
1969,AUS,2,11561,36.8008,28.6,2.93,12379,10.58,0,7,0,1
1970,AUS,2,12024,34.9636,27.18,3.89,12660,10.67,1,7,0,1
1971,AUS,2,12290,32.2899,27.26,5.97,12937,10.79,1,7,0,1
1972,AUS,2,12404,30.7217,25.78,6.04,13177,10.91,0,7,0,1
1973,AUS,2,12878,27.3615,23.95,9.24,13380,11.02,1,7,0,1
1974,AUS,2,12985,22.3664,26.3,15.3,13599,11.11,1,7,0,1
1975,AUS,2,13170,23.6368,24.99,15.18,13771,11.23,1,7,0,1
1976,AUS,2,13559,22.9823,24.34,13.35,13916,11.31,1,7,0,1
